name,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,age,strike_differential,win_percentage,weight_class
Henry Briones,16,8,1,172.72,61.23,175.26,Orthodox,3.47,42.0,4.68,53.0,0.0,0.0,52.0,0.6,44,-1.2099999999999995,0.64,Bantamweight
Rafael Dos Anjos,32,15,0,172.72,77.11,177.8,Southpaw,3.52,47.0,3.19,60.0,2.01,35.0,56.0,0.6,40,0.33000000000000007,0.6808510638297872,Welterweight
Alex Oliveira,22,12,1,180.34,77.11,193.04,Orthodox,2.99,51.0,2.55,46.0,2.35,38.0,63.0,0.6,37,0.4400000000000004,0.6285714285714286,Welterweight
Wilson Reis,23,10,0,162.56,56.7,165.1,Southpaw,1.83,29.0,3.04,55.0,5.15,42.0,47.0,0.6,40,-1.21,0.696969696969697,Flyweight
Alexa Grasso,16,3,1,165.1,56.7,167.64,Orthodox,4.67,43.0,3.95,58.0,0.41,45.0,59.0,0.6,31,0.7199999999999998,0.8,Flyweight
Jose Johnson,16,8,0,182.88,61.23,180.34,Orthodox,2.8,60.0,1.73,55.0,0.62,50.0,36.0,0.6,29,1.0699999999999998,0.6666666666666666,Bantamweight
Michel Pereira,29,11,0,185.42,83.91,185.42,Orthodox,5.09,53.0,3.74,58.0,1.56,55.0,94.0,0.6,31,1.3499999999999996,0.725,Middleweight
Aaron Phillips,12,5,0,175.26,61.23,180.34,Southpaw,1.51,53.0,3.66,43.0,0.86,50.0,44.0,0.6,35,-2.1500000000000004,0.7058823529411765,Bantamweight
Luan Lacerda,12,3,0,170.18,61.23,180.34,Orthodox,4.52,44.0,7.07,47.0,1.26,25.0,75.0,0.6,32,-2.5500000000000007,0.8,Bantamweight
Mac Danzig,21,12,1,172.72,70.31,177.8,Orthodox,3.39,48.0,3.44,57.0,1.2,37.0,46.0,0.6,45,-0.04999999999999982,0.6176470588235294,Lightweight
Bibiano Fernandes,20,3,0,170.18,63.05,170.18,Orthodox,2.91,40.0,2.02,72.0,3.97,53.0,77.0,0.6,45,0.8900000000000001,0.8695652173913043,Bantamweight
Jussier Formiga,23,8,0,165.1,56.7,170.18,Orthodox,1.42,39.0,2.34,64.0,1.82,35.0,87.0,0.6,40,-0.9199999999999999,0.7419354838709677,Flyweight
Mike Brown,26,9,0,167.64,65.77,177.8,Orthodox,2.98,44.0,2.45,60.0,3.23,40.0,66.0,0.6,49,0.5299999999999998,0.7428571428571429,Featherweight
Jacob Rosales,13,7,0,180.34,70.31,187.96,Orthodox,7.19,46.0,10.66,44.0,1.12,18.0,50.0,0.6,29,-3.4699999999999998,0.65,Lightweight
Lisa Ellis,15,11,0,162.56,52.16,162.56,Orthodox,1.68,48.0,2.32,57.0,4.19,63.0,50.0,0.6,38,-0.6399999999999999,0.5769230769230769,Flyweight
Kazuo Misaki,25,11,2,172.72,83.01,172.72,Orthodox,2.85,40.0,2.74,63.0,0.72,38.0,51.0,0.6,49,0.10999999999999988,0.6578947368421053,Welterweight
Anthony Johnson,22,6,0,187.96,92.99,198.12,Orthodox,3.25,47.0,1.83,60.0,2.43,57.0,77.0,0.6,41,1.42,0.7857142857142857,Light Heavyweight
Sage Northcutt,11,2,0,182.88,77.11,180.34,Orthodox,3.58,52.0,1.96,58.0,1.81,34.0,41.0,0.6,29,1.62,0.8461538461538461,Welterweight
Martin Day,8,6,0,177.8,65.77,185.42,Orthodox,3.97,45.0,3.79,53.0,0.72,60.0,65.0,0.5,36,0.18000000000000016,0.5714285714285714,Featherweight
Mana Martinez,10,4,0,177.8,61.23,177.8,Orthodox,4.33,48.0,4.94,50.0,0.72,42.0,25.0,0.5,29,-0.6100000000000003,0.7142857142857143,Bantamweight
Taylor Lapilus,19,3,0,167.64,61.23,185.42,Southpaw,4.18,47.0,2.27,62.0,0.45,40.0,81.0,0.5,33,1.9099999999999997,0.8636363636363636,Bantamweight
Eddie Alvarez,29,6,0,175.26,70.31,175.26,Orthodox,4.32,41.0,4.39,55.0,2.92,36.0,92.0,0.5,41,-0.0699999999999994,0.8285714285714286,Lightweight
Tom DeBlass,9,2,0,182.88,83.91,182.88,Orthodox,1.5,35.0,4.43,37.0,1.0,50.0,28.0,0.5,43,-2.9299999999999997,0.8181818181818182,Middleweight
Pearl Gonzalez,6,3,0,162.56,52.16,162.56,Orthodox,2.23,37.0,4.07,57.0,1.04,11.0,0.0,0.5,38,-1.8400000000000003,0.6666666666666666,Flyweight
Mike Rhodes,10,5,0,185.42,77.11,187.96,Orthodox,3.2,39.0,4.13,64.0,0.96,33.0,75.0,0.5,35,-0.9299999999999997,0.6666666666666666,Welterweight
Randy Couture,19,11,0,185.42,92.99,190.5,Orthodox,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5,61,1.32,0.6333333333333333,Light Heavyweight
Gilbert Burns,22,6,0,177.8,77.11,180.34,Orthodox,3.36,48.0,3.34,54.0,1.95,35.0,47.0,0.5,38,0.020000000000000018,0.7857142857142857,Welterweight
Parker Porter,14,9,0,182.88,120.2,190.5,Orthodox,6.55,50.0,6.32,51.0,1.35,26.0,66.0,0.5,40,0.22999999999999954,0.6086956521739131,Light Heavyweight
Randy Brown,17,5,0,190.5,77.11,198.12,Orthodox,4.38,47.0,3.33,54.0,0.8,39.0,74.0,0.5,34,1.0499999999999998,0.7727272727272727,Welterweight
Alex White,13,6,0,182.88,70.31,180.34,Southpaw,3.76,42.0,3.07,60.0,0.92,28.0,71.0,0.5,36,0.69,0.6842105263157895,Lightweight
Tainara Lisboa,7,2,0,170.18,61.23,170.18,Orthodox,2.05,50.0,1.4,54.0,2.05,40.0,70.0,0.5,34,0.6499999999999999,0.7777777777777778,Bantamweight
Anthony Birchak,16,8,0,172.72,61.23,175.26,Orthodox,3.93,36.0,3.67,56.0,0.48,14.0,61.0,0.5,38,0.26000000000000023,0.6666666666666666,Bantamweight
Oli Thompson,17,10,0,185.42,109.77,185.42,Orthodox,1.66,46.0,5.31,46.0,0.0,0.0,50.0,0.5,45,-3.6499999999999995,0.6296296296296297,Light Heavyweight
Gregory Rodrigues,14,5,0,190.5,83.91,190.5,Orthodox,5.99,55.0,5.67,51.0,2.4,50.0,100.0,0.5,33,0.3200000000000003,0.7368421052631579,Middleweight
Olivier Aubin-Mercier,11,5,0,175.26,70.31,177.8,Southpaw,2.48,51.0,2.97,55.0,2.36,33.0,70.0,0.5,36,-0.4900000000000002,0.6875,Lightweight
Rodolfo Bellato,12,2,0,190.5,92.99,195.58,Orthodox,6.47,61.0,5.9,44.0,1.09,25.0,100.0,0.5,29,0.5699999999999994,0.8571428571428571,Light Heavyweight
Marcel Fortuna,9,3,0,185.42,92.99,187.96,Orthodox,3.83,46.0,4.52,64.0,0.45,8.0,75.0,0.5,39,-0.6899999999999995,0.75,Light Heavyweight
Scott Smith,18,11,0,182.88,83.91,177.8,Orthodox,1.9,27.0,5.87,50.0,0.12,6.0,58.0,0.5,45,-3.97,0.6206896551724138,Middleweight
Motonobu Tezuka,28,12,7,170.18,61.23,170.18,Southpaw,0.87,23.0,2.8,51.0,1.5,11.0,0.0,0.5,37,-1.9299999999999997,0.5957446808510638,Bantamweight
Felipe Colares,10,4,0,172.72,65.77,175.26,Orthodox,2.17,45.0,4.65,36.0,1.88,24.0,43.0,0.5,31,-2.4800000000000004,0.7142857142857143,Featherweight
Pedro Munhoz,20,8,0,167.64,61.23,165.1,Orthodox,5.45,43.0,6.14,56.0,0.47,19.0,82.0,0.5,38,-0.6899999999999995,0.7142857142857143,Bantamweight
Esteban Ribovics,12,1,0,177.8,70.31,175.26,Orthodox,6.16,52.0,3.4,52.0,0.95,66.0,60.0,0.5,29,2.7600000000000002,0.9230769230769231,Lightweight
Phil Baroni,15,18,0,175.26,77.11,182.88,Orthodox,2.77,45.0,3.93,40.0,1.46,47.0,60.0,0.5,49,-1.1600000000000001,0.45454545454545453,Welterweight
Justin Scoggins,11,5,0,170.18,56.7,167.64,Southpaw,3.56,51.0,2.16,55.0,3.42,63.0,82.0,0.5,33,1.4,0.6875,Flyweight
Cory McKenna,8,2,0,160.02,52.16,147.32,Orthodox,3.01,40.0,3.22,48.0,2.04,56.0,71.0,0.5,25,-0.2100000000000004,0.8,Flyweight
Clay Collard,14,7,0,180.34,65.77,185.42,Orthodox,4.22,32.0,5.0,50.0,2.81,39.0,71.0,0.5,32,-0.7800000000000002,0.6666666666666666,Featherweight
Jorge Gurgel,14,10,0,170.18,70.31,175.26,Orthodox,3.37,32.0,3.62,62.0,0.81,23.0,60.0,0.5,48,-0.25,0.5833333333333334,Lightweight
Marcos Rogerio de Lima,21,10,1,185.42,114.76,190.5,Orthodox,3.61,56.0,2.96,51.0,1.34,47.0,59.0,0.5,39,0.6499999999999999,0.65625,Light Heavyweight
Molly McCann,13,6,0,162.56,56.7,157.48,Orthodox,5.68,49.0,4.9,63.0,1.65,35.0,43.0,0.5,35,0.7799999999999994,0.6842105263157895,Flyweight
BJ Penn,16,14,2,175.26,70.31,177.8,Orthodox,2.76,48.0,3.2,56.0,1.19,55.0,74.0,0.5,46,-0.4400000000000004,0.5,Lightweight
Danny Downes,8,3,0,182.88,70.31,182.88,Orthodox,1.66,34.0,3.53,37.0,0.0,0.0,37.0,0.5,39,-1.8699999999999999,0.7272727272727273,Lightweight
Paul Taylor,11,6,1,182.88,70.31,182.88,Orthodox,4.44,47.0,4.47,55.0,0.27,25.0,56.0,0.5,45,-0.02999999999999936,0.6111111111111112,Lightweight
Gadzhi Omargadzhiev,13,2,0,185.42,77.11,180.34,Switch,1.8,39.0,2.2,39.0,1.35,30.0,60.0,0.5,32,-0.40000000000000013,0.8666666666666667,Welterweight
Brandon Moreno,21,7,2,170.18,56.7,177.8,Orthodox,3.8,43.0,3.4,56.0,1.73,45.0,64.0,0.5,31,0.3999999999999999,0.7,Flyweight
Vince Cachero,7,4,0,167.64,65.77,172.72,Orthodox,3.29,45.0,6.51,43.0,0.0,0.0,18.0,0.5,35,-3.2199999999999998,0.6363636363636364,Featherweight
Dongi Yang,13,3,0,177.8,83.91,185.42,Southpaw,3.55,51.0,3.21,63.0,1.7,41.0,61.0,0.5,40,0.33999999999999986,0.8125,Middleweight
Hitomi Akano,18,10,0,162.56,61.23,162.56,Southpaw,0.59,45.0,2.58,55.0,0.0,0.0,8.0,0.5,50,-1.9900000000000002,0.6428571428571429,Bantamweight
Megan Anderson,11,5,0,182.88,65.77,182.88,Orthodox,1.76,46.0,3.35,37.0,0.52,25.0,53.0,0.5,35,-1.59,0.6875,Featherweight
Jacob Malkoun,7,3,0,175.26,83.91,185.42,Orthodox,3.89,56.0,2.49,50.0,7.2,44.0,0.0,0.5,29,1.4,0.7,Middleweight
Hacran Dias,23,6,1,172.72,70.31,175.26,Orthodox,2.08,41.0,3.31,55.0,2.5,39.0,76.0,0.5,40,-1.23,0.7666666666666667,Lightweight
Shungo Oyama,14,19,0,180.34,83.91,180.34,Southpaw,0.64,25.0,1.96,57.0,1.07,57.0,62.0,0.5,51,-1.3199999999999998,0.42424242424242425,Middleweight
Jarno Errens,13,5,1,180.34,65.77,185.42,Orthodox,1.67,38.0,2.93,52.0,0.0,0.0,33.0,0.5,30,-1.2600000000000002,0.6842105263157895,Featherweight
Brock Lesnar,5,3,0,190.5,120.2,205.74,Orthodox,3.53,72.0,2.11,50.0,3.9,55.0,60.0,0.5,47,1.42,0.625,Light Heavyweight
Michael Trizano,11,3,0,180.34,65.77,180.34,Orthodox,3.63,53.0,4.4,50.0,0.36,66.0,72.0,0.5,33,-0.7700000000000005,0.7857142857142857,Featherweight
Emily Whitmire,4,5,0,165.1,56.7,160.02,Orthodox,2.5,31.0,2.98,54.0,1.9,66.0,70.0,0.5,33,-0.48,0.4444444444444444,Flyweight
Antonio Braga Neto,9,3,0,190.5,83.91,195.58,Orthodox,1.36,33.0,3.92,45.0,3.07,37.0,0.0,0.5,37,-2.5599999999999996,0.75,Middleweight
Zarrukh Adashev,4,4,0,165.1,56.7,165.1,Southpaw,3.65,40.0,3.04,64.0,0.0,0.0,100.0,0.5,32,0.6099999999999999,0.5,Flyweight
Sammy Morgan,18,12,0,177.8,77.11,177.8,Orthodox,1.05,22.0,3.74,40.0,1.43,20.0,0.0,0.5,43,-2.6900000000000004,0.6,Welterweight
Bernardo Magalhaes,13,4,0,175.26,70.31,175.26,Orthodox,1.8,27.0,3.37,68.0,0.0,0.0,0.0,0.5,44,-1.57,0.7647058823529411,Lightweight
Caol Uno,33,19,5,170.18,70.31,177.8,Southpaw,1.91,49.0,1.9,50.0,1.95,31.0,37.0,0.5,50,0.010000000000000009,0.5789473684210527,Lightweight
Matthew Riddle,8,3,0,185.42,77.11,193.04,Southpaw,3.01,42.0,2.74,54.0,3.51,50.0,89.0,0.5,39,0.2699999999999996,0.7272727272727273,Welterweight
Shuya Kamikubo,13,2,1,165.1,61.23,172.72,Switch,3.83,54.0,4.9,47.0,1.5,15.0,0.0,0.5,32,-1.0700000000000003,0.8125,Bantamweight
Charles Jourdain,15,6,1,175.26,65.77,175.26,Switch,5.71,49.0,4.21,58.0,0.1,16.0,47.0,0.5,29,1.5,0.6818181818181818,Featherweight
Leonard Garcia,18,13,1,177.8,65.77,172.72,Orthodox,2.77,24.0,4.79,52.0,0.3,26.0,42.0,0.5,45,-2.02,0.5625,Featherweight
Igor Vovchanchyn,55,10,0,172.72,92.99,172.72,Orthodox,1.59,49.0,0.97,63.0,1.19,66.0,50.0,0.5,51,0.6200000000000001,0.8461538461538461,Light Heavyweight
Gabriel Silva,8,2,0,167.64,61.23,180.34,Orthodox,1.3,34.0,3.47,45.0,1.5,25.0,38.0,0.5,30,-2.17,0.8,Bantamweight
SangHoon Yoo,8,2,0,182.88,77.11,187.96,Orthodox,4.83,65.0,6.11,40.0,0.53,100.0,69.0,0.5,35,-1.2800000000000002,0.8,Welterweight
Kevin Croom,21,15,0,180.34,61.23,185.42,Orthodox,2.65,34.0,3.1,41.0,0.48,5.0,30.0,0.5,37,-0.4500000000000002,0.5833333333333334,Bantamweight
Matt Grice,15,5,0,172.72,65.77,177.8,Orthodox,4.09,53.0,2.69,56.0,2.19,37.0,82.0,0.5,43,1.4,0.75,Featherweight
Caio Borralho,15,1,0,177.8,83.91,190.5,Southpaw,2.73,58.0,1.98,60.0,2.16,63.0,57.0,0.5,32,0.75,0.9375,Middleweight
Karl Roberson,9,6,0,185.42,92.99,187.96,Southpaw,2.57,51.0,2.42,57.0,0.72,40.0,42.0,0.5,34,0.1499999999999999,0.6,Light Heavyweight
Spike Carlyle,9,3,0,172.72,65.77,180.34,Switch,2.55,54.0,3.85,30.0,3.34,36.0,57.0,0.5,32,-1.3000000000000003,0.75,Featherweight
Tom Niinimaki,22,8,1,175.26,65.77,175.26,Orthodox,1.91,54.0,2.31,58.0,2.97,46.0,33.0,0.5,42,-0.40000000000000013,0.7096774193548387,Featherweight
Nick Pace,8,3,0,170.18,61.23,172.72,Orthodox,1.48,34.0,3.14,57.0,2.52,43.0,54.0,0.5,38,-1.6600000000000001,0.7272727272727273,Bantamweight
John Salter,14,3,0,185.42,83.91,187.96,Southpaw,1.68,32.0,1.68,68.0,2.85,46.0,66.0,0.5,40,0.0,0.8235294117647058,Middleweight
Rafael Rebello,9,4,0,165.1,61.23,170.18,Orthodox,2.19,32.0,3.29,58.0,2.82,33.0,75.0,0.5,44,-1.1,0.6923076923076923,Bantamweight
Chris Camozzi,24,13,0,187.96,83.91,190.5,Orthodox,3.57,44.0,2.96,56.0,0.27,19.0,57.0,0.5,38,0.6099999999999999,0.6486486486486487,Middleweight
Bart Palaszewski,36,17,0,175.26,65.77,177.8,Orthodox,2.67,32.0,3.97,57.0,0.65,31.0,53.0,0.5,41,-1.3000000000000003,0.6792452830188679,Featherweight
Sean Woodson,10,1,1,187.96,65.77,198.12,Orthodox,5.41,46.0,4.0,57.0,0.71,80.0,83.0,0.5,32,1.4100000000000001,0.8333333333333334,Featherweight
Nobuhiro Obiya,12,5,1,172.72,65.77,172.72,Orthodox,0.63,28.0,2.53,55.0,0.5,50.0,41.0,0.5,44,-1.9,0.6666666666666666,Featherweight
Ciryl Gane,12,2,0,193.04,111.13,205.74,Orthodox,5.49,60.0,2.19,63.0,0.58,21.0,50.0,0.5,35,3.3000000000000003,0.8571428571428571,Light Heavyweight
Miranda Maverick,14,5,0,160.02,56.7,165.1,Southpaw,3.71,46.0,2.62,59.0,2.41,48.0,42.0,0.5,27,1.0899999999999999,0.7368421052631579,Flyweight
Lucas Martins,19,3,0,182.88,65.77,182.88,Southpaw,2.87,35.0,4.14,60.0,0.0,0.0,76.0,0.5,36,-1.2699999999999996,0.8636363636363636,Featherweight
Renan Barao,34,9,0,167.64,65.77,177.8,Orthodox,3.78,36.0,3.9,57.0,1.49,41.0,91.0,0.5,38,-0.1200000000000001,0.7906976744186046,Featherweight
Hernani Perpetuo,18,5,0,182.88,77.11,182.88,Orthodox,2.73,29.0,4.37,55.0,0.0,0.0,37.0,0.5,39,-1.6400000000000001,0.782608695652174,Welterweight
James Zikic,21,10,2,187.96,92.99,187.96,Orthodox,1.47,35.0,1.6,44.0,0.5,25.0,74.0,0.5,48,-0.13000000000000012,0.6363636363636364,Light Heavyweight
Mario Sousa,15,3,0,190.5,83.91,200.66,Orthodox,2.82,50.0,2.99,28.0,0.52,25.0,37.0,0.5,28,-0.17000000000000037,0.8333333333333334,Middleweight
Yuki Kondo,60,33,9,180.34,83.01,180.34,Southpaw,1.14,42.0,2.57,51.0,0.76,41.0,37.0,0.5,49,-1.43,0.5882352941176471,Welterweight
Jacob Kilburn,8,4,0,175.26,65.77,182.88,Orthodox,2.56,33.0,6.78,35.0,0.51,5.0,20.0,0.5,29,-4.220000000000001,0.6666666666666666,Featherweight
Talita Bernardo,6,4,0,162.56,61.23,172.72,Orthodox,3.12,42.0,4.04,55.0,1.62,22.0,28.0,0.5,38,-0.9199999999999999,0.6,Bantamweight
Yoshihiro Nakao,9,3,0,182.88,99.79,182.88,Southpaw,1.73,35.0,2.06,64.0,2.69,46.0,0.0,0.5,52,-0.33000000000000007,0.75,Light Heavyweight
Maria Silva,8,1,0,160.02,52.16,162.56,Orthodox,3.0,57.0,1.13,62.0,2.0,100.0,55.0,0.5,29,1.87,0.8888888888888888,Flyweight
Nick Catone,10,4,0,182.88,83.91,182.88,Southpaw,2.11,44.0,2.32,63.0,3.71,44.0,83.0,0.5,43,-0.20999999999999996,0.7142857142857143,Middleweight
Julio Paulino,23,5,0,182.88,77.11,182.88,Orthodox,0.97,27.0,1.87,48.0,0.0,0.0,37.0,0.5,49,-0.9000000000000001,0.8214285714285714,Welterweight
Roger Huerta,23,9,1,175.26,70.31,177.8,Orthodox,3.64,36.0,2.33,56.0,2.13,46.0,52.0,0.5,41,1.31,0.696969696969697,Lightweight
Saad Awad,20,9,0,180.34,70.31,180.34,Orthodox,2.13,26.0,1.87,60.0,0.5,16.0,100.0,0.5,38,0.2599999999999998,0.6896551724137931,Lightweight
Yushin Okami,34,12,0,187.96,77.11,190.5,Southpaw,2.06,38.0,2.25,60.0,1.98,39.0,84.0,0.5,43,-0.18999999999999995,0.7391304347826086,Welterweight
Natan Levy,8,1,0,175.26,70.31,180.34,Southpaw,4.01,51.0,3.52,58.0,5.37,57.0,41.0,0.5,33,0.48999999999999977,0.8888888888888888,Lightweight
Humberto Bandenay,14,7,0,180.34,65.77,180.34,Southpaw,2.22,41.0,4.79,41.0,2.9,46.0,62.0,0.5,30,-2.57,0.6666666666666666,Featherweight
Peter Sobotta,17,7,1,182.88,77.11,190.5,Southpaw,2.14,40.0,2.9,58.0,1.53,32.0,77.0,0.5,38,-0.7599999999999998,0.68,Welterweight
Louis Cosce,7,2,0,175.26,77.11,180.34,Orthodox,4.31,45.0,5.35,47.0,1.04,20.0,50.0,0.5,29,-1.04,0.7777777777777778,Welterweight
Marcelo Golm,6,3,0,190.5,112.94,190.5,Orthodox,4.27,58.0,4.3,45.0,0.45,50.0,87.0,0.5,32,-0.03000000000000025,0.6666666666666666,Light Heavyweight
Francisco Trinaldo,28,9,0,175.26,77.11,177.8,Southpaw,3.13,45.0,2.67,60.0,0.98,42.0,60.0,0.5,46,0.45999999999999996,0.7567567567567568,Welterweight
Emmanuel Sanchez,15,3,0,175.26,65.77,180.34,Orthodox,4.45,35.0,4.17,55.0,0.25,6.0,16.0,0.5,38,0.28000000000000025,0.8333333333333334,Featherweight
Tae Hyun Bang,18,10,0,175.26,70.31,180.34,Switch,2.72,38.0,2.07,66.0,0.49,33.0,57.0,0.5,42,0.6500000000000004,0.6428571428571429,Lightweight
Hector Lombard,34,10,1,175.26,83.91,180.34,Southpaw,3.02,46.0,3.35,53.0,1.69,48.0,77.0,0.5,47,-0.33000000000000007,0.7555555555555555,Middleweight
Charlie Valencia,12,7,0,160.02,61.23,162.56,Orthodox,2.58,37.0,2.61,77.0,1.4,53.0,75.0,0.5,50,-0.029999999999999805,0.631578947368421,Bantamweight
Demetrious Johnson,27,3,1,160.02,56.7,167.64,Orthodox,3.43,54.0,1.66,67.0,3.35,56.0,65.0,0.5,38,1.7700000000000002,0.8709677419354839,Flyweight
Jon Jones,27,1,0,193.04,112.49,213.36,Orthodox,4.29,57.0,2.22,64.0,1.93,45.0,95.0,0.5,37,2.07,0.9642857142857143,Light Heavyweight
Fernando Bruno,15,4,0,167.64,65.77,167.64,Orthodox,1.75,39.0,1.78,48.0,2.02,22.0,56.0,0.5,38,-0.030000000000000027,0.7894736842105263,Featherweight
Marvin Vettori,19,7,1,182.88,83.91,187.96,Southpaw,4.56,45.0,4.24,56.0,1.66,45.0,69.0,0.5,31,0.3199999999999994,0.7037037037037037,Middleweight
Aaron Simpson,12,5,0,182.88,77.11,185.42,Orthodox,3.6,52.0,2.53,56.0,3.78,34.0,83.0,0.5,50,1.0700000000000003,0.7058823529411765,Welterweight
Alex Nicholson,7,4,0,193.04,83.91,195.58,Orthodox,4.12,43.0,4.65,47.0,0.0,0.0,50.0,0.5,35,-0.5300000000000002,0.6363636363636364,Middleweight
Ovince Saint Preux,26,17,0,190.5,92.99,203.2,Southpaw,2.71,47.0,3.14,46.0,1.15,38.0,66.0,0.5,42,-0.43000000000000016,0.6046511627906976,Light Heavyweight
Jessica Eye,15,11,0,167.64,56.7,167.64,Orthodox,3.86,37.0,4.19,55.0,0.58,40.0,57.0,0.5,38,-0.3300000000000005,0.5769230769230769,Flyweight
Sean O'Connell,17,9,0,185.42,92.99,187.96,Orthodox,5.46,48.0,6.77,45.0,0.0,0.0,30.0,0.5,41,-1.3099999999999996,0.6538461538461539,Light Heavyweight
Tetsuji Kato,20,10,0,178.23432467873064,70.31,180.70495018353435,Orthodox,1.2,29.0,2.1,70.0,2.0,57.0,80.0,0.5,38,-0.9000000000000001,0.6666666666666666,Lightweight
Nina Nunes,11,7,0,165.1,56.7,162.56,Orthodox,4.39,45.0,3.47,55.0,0.24,33.0,73.0,0.5,39,0.9199999999999995,0.6111111111111112,Flyweight
Bojan Velickovic,15,6,1,182.88,77.11,193.04,Southpaw,2.18,34.0,2.31,57.0,0.67,25.0,55.0,0.5,36,-0.1299999999999999,0.6818181818181818,Welterweight
Jesse Ronson,21,12,0,177.8,70.31,177.8,Southpaw,3.54,47.0,3.39,57.0,0.46,28.0,57.0,0.5,39,0.1499999999999999,0.6363636363636364,Lightweight
James Irvin,17,10,0,187.96,92.99,190.5,Orthodox,2.03,48.0,3.86,35.0,0.0,0.0,36.0,0.5,46,-1.83,0.6296296296296297,Light Heavyweight
Ronys Torres,35,5,0,170.18,70.31,170.18,Orthodox,0.87,26.0,1.93,57.0,4.0,47.0,16.0,0.5,49,-1.06,0.875,Lightweight
Justin Jones,9,2,0,180.34,83.91,180.34,Orthodox,1.7,36.0,3.17,45.0,1.0,15.0,46.0,0.5,37,-1.47,0.8181818181818182,Middleweight
Wallid Ismail,9,3,0,170.18,92.99,170.18,Orthodox,0.92,31.0,0.83,44.0,1.85,28.0,0.0,0.5,57,0.09000000000000008,0.75,Light Heavyweight
Danyelle Wolf,1,1,0,180.34,65.77,177.8,Orthodox,2.37,25.0,4.57,47.0,0.0,0.0,77.0,0.5,41,-2.2,0.5,Featherweight
Mick Parkin,8,0,0,193.04,120.2,200.66,Orthodox,4.41,52.0,4.01,55.0,2.35,41.0,50.0,0.5,29,0.40000000000000036,1.0,Light Heavyweight
Kron Gracie,5,2,0,175.26,65.77,177.8,Southpaw,3.74,44.0,6.82,53.0,0.47,25.0,0.0,0.5,36,-3.08,0.7142857142857143,Featherweight
Reza Madadi,14,6,0,180.34,70.31,185.42,Orthodox,2.51,46.0,3.31,66.0,3.17,33.0,89.0,0.5,46,-0.8000000000000003,0.7,Lightweight
Tony Fryklund,14,9,1,182.88,83.91,182.88,Orthodox,3.49,39.0,6.5,43.0,0.0,0.0,66.0,0.5,54,-3.01,0.5833333333333334,Middleweight
Kevin Holland,25,10,0,190.5,77.11,205.74,Orthodox,4.39,49.0,3.22,51.0,0.78,38.0,53.0,0.5,32,1.1699999999999995,0.7142857142857143,Welterweight
Nathaniel Wood,20,6,0,167.64,65.77,175.26,Orthodox,5.91,50.0,4.22,56.0,1.74,48.0,70.0,0.5,32,1.6900000000000004,0.7692307692307693,Featherweight
Gloria de Paula,6,5,0,165.1,52.16,170.18,Orthodox,4.89,53.0,3.77,66.0,0.74,37.0,65.0,0.5,29,1.1199999999999997,0.5454545454545454,Flyweight
Dan Cramer,11,4,0,187.96,77.11,187.96,Orthodox,0.97,30.0,2.1,31.0,0.0,0.0,66.0,0.5,39,-1.1300000000000001,0.7333333333333333,Welterweight
Akihiro Gono,35,21,8,170.18,77.11,172.72,Switch,2.18,48.0,2.67,63.0,1.01,84.0,46.0,0.5,50,-0.48999999999999977,0.546875,Welterweight
Rafael Natal,21,9,1,182.88,83.91,195.58,Orthodox,3.1,47.0,2.48,57.0,2.55,34.0,77.0,0.5,42,0.6200000000000001,0.6774193548387096,Middleweight
Tyler Stinson,30,10,0,190.5,77.11,190.5,Orthodox,2.8,23.0,4.6,56.0,0.5,100.0,0.0,0.5,38,-1.7999999999999998,0.75,Welterweight
Cezar Ferreira,13,8,0,185.42,83.91,198.12,Southpaw,1.9,42.0,2.44,53.0,2.69,53.0,84.0,0.5,40,-0.54,0.6190476190476191,Middleweight
Hiroshi Izumi,4,2,0,178.23432467873064,92.99,180.70495018353435,Orthodox,1.95,37.0,2.65,66.0,3.35,70.0,100.0,0.5,42,-0.7,0.6666666666666666,Light Heavyweight
Marcos Vinicius,23,11,1,175.26,56.7,175.26,Orthodox,1.93,49.0,2.91,47.0,0.0,0.0,25.0,0.5,45,-0.9800000000000002,0.6571428571428571,Flyweight
Patrick Williams,8,6,0,172.72,61.23,185.42,Orthodox,4.12,51.0,4.12,52.0,2.71,41.0,100.0,0.5,43,0.0,0.5714285714285714,Bantamweight
Yohan Lainesse,9,2,0,185.42,77.11,193.04,Orthodox,2.34,42.0,3.44,59.0,1.0,28.0,80.0,0.5,32,-1.1,0.8181818181818182,Welterweight
Rin Nakai,19,2,1,154.94,61.23,154.94,Orthodox,1.57,33.0,3.9,60.0,3.0,18.0,75.0,0.5,38,-2.33,0.8636363636363636,Bantamweight
Serghei Spivac,16,4,0,190.5,117.93,198.12,Orthodox,3.54,49.0,3.79,49.0,4.56,64.0,70.0,0.5,30,-0.25,0.8,Light Heavyweight
Cortney Casey,10,10,0,170.18,56.7,170.18,Orthodox,4.29,39.0,4.0,55.0,0.39,31.0,39.0,0.5,38,0.29000000000000004,0.5,Flyweight
