name,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,age,strike_differential,win_percentage,weight_class
Alexandre Ferreira,18,6,0,170.18,92.99,170.18,Orthodox,2.57,60.0,8.14,42.0,0.0,0.0,0.0,0.0,46,-5.57,0.75,Light Heavyweight
Vernon Ramos Ho,3,1,0,167.64,77.11,167.64,Orthodox,4.0,25.0,8.0,55.0,0.0,0.0,0.0,0.0,32,-4.0,0.75,Welterweight
Angelo Trevino,7,3,0,180.34,77.11,180.34,Switch,5.19,54.0,3.9,47.0,0.0,0.0,100.0,0.0,31,1.2900000000000005,0.7,Welterweight
Ross Ebanez,20,10,0,175.26,69.85,175.26,Southpaw,0.74,50.0,0.74,62.0,3.7,100.0,0.0,0.0,50,0.0,0.6666666666666666,Featherweight
Stanislav Nedkov,12,2,0,180.34,92.99,180.34,Orthodox,3.33,43.0,5.39,43.0,2.77,41.0,0.0,0.0,43,-2.0599999999999996,0.8571428571428571,Light Heavyweight
Mike Breeden,11,6,0,177.8,70.31,177.8,Orthodox,5.75,45.0,7.28,42.0,0.98,30.0,67.0,0.0,36,-1.5300000000000002,0.6470588235294118,Lightweight
Melsik Baghdasaryan,8,2,0,175.26,65.77,177.8,Southpaw,5.28,61.0,3.06,58.0,0.0,0.0,72.0,0.0,33,2.22,0.8,Featherweight
Gabriel Miglioli,9,9,0,172.72,77.11,172.72,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.5,Welterweight
Wendell Oliveira Marques,29,10,0,177.8,77.11,177.8,Orthodox,3.77,47.0,4.4,47.0,0.0,0.0,100.0,0.0,41,-0.6300000000000003,0.7435897435897436,Welterweight
Artem Lobov,13,15,1,175.26,65.77,165.1,Southpaw,3.52,41.0,4.82,50.0,0.39,25.0,52.0,0.0,38,-1.3000000000000003,0.4482758620689655,Featherweight
Sai Wang,20,6,1,182.88,77.11,182.88,Southpaw,3.17,46.0,2.27,53.0,0.0,0.0,77.0,0.0,39,0.8999999999999999,0.7407407407407407,Welterweight
Alen Amedovski,8,4,0,177.8,83.91,187.96,Orthodox,0.99,30.0,3.85,46.0,0.0,0.0,0.0,0.0,37,-2.8600000000000003,0.6666666666666666,Middleweight
Koji Kitao,1,2,0,200.66,158.76,200.66,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,0.0,0.3333333333333333,Heavyweight
Dalcha Lungiambula,11,6,0,172.72,83.91,193.04,Orthodox,3.07,45.0,3.93,52.0,2.14,45.0,77.0,0.0,37,-0.8600000000000003,0.6470588235294118,Middleweight
Irwin Rivera,10,6,0,167.64,61.23,170.18,Southpaw,3.36,44.0,5.07,57.0,1.0,16.0,70.0,0.0,36,-1.7100000000000004,0.625,Bantamweight
Adam Lynn,17,10,0,177.8,70.31,177.8,Orthodox,1.47,63.0,6.95,10.0,0.0,0.0,50.0,0.0,38,-5.48,0.6296296296296297,Lightweight
Chad Vance,7,5,0,182.88,83.91,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.5833333333333334,Middleweight
Igor Zinoviev,4,1,2,185.42,90.26,185.42,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.5714285714285714,Middleweight
Sam Hughes,8,5,0,165.1,52.16,162.56,Orthodox,3.79,46.0,4.23,54.0,1.12,41.0,57.0,0.0,32,-0.4400000000000004,0.6153846153846154,Flyweight
Pawel Pawlak,12,3,0,182.88,77.11,185.42,Orthodox,1.67,33.0,2.22,53.0,1.0,37.0,70.0,0.0,36,-0.5500000000000003,0.8,Welterweight
Ricky Johnson,10,6,0,172.72,65.77,172.72,Orthodox,1.83,25.0,6.3,36.0,0.0,0.0,0.0,0.0,38,-4.47,0.625,Featherweight
Oumar Sy,6,0,0,178.23432467873064,92.99,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,1.0,Light Heavyweight
Jong Wang Kim,13,23,0,185.42,108.86,185.42,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.3611111111111111,Light Heavyweight
Dan Charles,10,6,1,187.96,103.42,187.96,Orthodox,2.82,45.0,3.51,44.0,0.0,0.0,31.0,0.0,38,-0.69,0.5882352941176471,Light Heavyweight
Mike Aina,14,6,1,175.26,70.31,175.26,Orthodox,2.87,33.0,6.33,59.0,0.0,0.0,71.0,0.0,38,-3.46,0.6666666666666666,Lightweight
Jeremiah Labiano,11,5,0,177.8,61.23,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.6875,Bantamweight
Cyrillo Padilha,3,3,0,180.34,70.31,180.34,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.5,Lightweight
Artur Oumakhanov,9,6,0,170.18,69.85,170.18,Orthodox,1.2,33.0,1.67,82.0,3.0,75.0,33.0,0.0,46,-0.47,0.6,Featherweight
Darrel Gholar,5,6,0,172.72,88.0,172.72,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.45454545454545453,Middleweight
Dennis Reed,45,62,1,178.23432467873064,92.99,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.4166666666666667,Light Heavyweight
Logan Nail,1,1,0,178.23432467873064,83.91,180.70495018353435,Orthodox,1.93,51.0,2.27,39.0,0.0,0.0,37.0,0.0,38,-0.3400000000000001,0.5,Middleweight
Armando Villarreal,5,2,0,170.18,61.23,167.64,Southpaw,3.23,55.0,4.3,52.0,3.23,25.0,0.0,0.0,35,-1.0699999999999998,0.7142857142857143,Bantamweight
Joaquin Buckley,17,6,0,177.8,77.11,193.04,Southpaw,3.87,33.0,3.31,57.0,1.51,36.0,65.0,0.0,31,0.56,0.7391304347826086,Welterweight
Robert Bryczek,17,5,0,178.23432467873064,83.91,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.7727272727272727,Middleweight
Derek Anderson,14,3,0,182.88,70.31,182.88,Orthodox,3.97,37.0,3.08,61.0,0.34,14.0,60.0,0.0,38,0.8900000000000001,0.8235294117647058,Lightweight
Bethe Correia,11,6,1,165.1,61.23,162.56,Orthodox,4.37,43.0,4.93,56.0,0.39,18.0,85.0,0.0,41,-0.5599999999999996,0.6111111111111112,Bantamweight
Shannon Ross,13,8,0,167.64,56.7,167.64,Switch,6.58,38.0,8.93,52.0,0.0,0.0,100.0,0.0,36,-2.3499999999999996,0.6190476190476191,Flyweight
Orlando Wiet,1,5,0,177.8,77.11,177.8,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.16666666666666666,Welterweight
Adrian Yanez,16,5,0,170.18,61.23,177.8,Orthodox,6.15,39.0,5.73,57.0,0.0,0.0,100.0,0.0,31,0.41999999999999993,0.7619047619047619,Bantamweight
Brandon Cash,10,4,0,195.58,115.67,195.58,Orthodox,5.42,72.0,0.68,33.0,10.17,66.0,0.0,0.0,38,4.74,0.7142857142857143,Light Heavyweight
Jamie Yager,8,4,0,185.42,83.91,185.42,Orthodox,3.08,39.0,2.55,63.0,0.0,0.0,66.0,0.0,41,0.5300000000000002,0.6666666666666666,Middleweight
Ben Alloway,18,8,0,180.34,77.11,193.04,Orthodox,1.28,49.0,1.9,59.0,0.62,50.0,26.0,0.0,44,-0.6199999999999999,0.6923076923076923,Welterweight
Kurt Osiander,4,1,0,178.23432467873064,83.91,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.8,Middleweight
Trevor Peek,9,1,0,175.26,70.31,177.8,Switch,5.09,56.0,4.37,44.0,1.76,50.0,51.0,0.0,30,0.7199999999999998,0.9,Lightweight
AJ Siscoe,1,2,0,170.18,61.23,170.18,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.3333333333333333,Bantamweight
Chris Drumm,0,1,0,172.72,65.77,172.72,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.0,Featherweight
Federico Lopez,10,6,0,162.56,63.05,162.56,Orthodox,1.78,23.0,5.35,30.0,0.0,0.0,0.0,0.0,38,-3.5699999999999994,0.625,Bantamweight
John Dowdy,0,1,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.0,Welterweight
Jared Hamman,14,6,0,190.5,83.91,190.5,Orthodox,5.15,42.0,3.93,55.0,1.57,46.0,30.0,0.0,43,1.2200000000000002,0.7,Middleweight
Henry Martinez,9,4,0,170.18,70.31,175.26,Southpaw,2.79,25.0,4.01,60.0,0.0,0.0,80.0,0.0,41,-1.2199999999999998,0.6923076923076923,Lightweight
Jim Mullen,0,2,0,185.42,97.52,185.42,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.0,Light Heavyweight
Cody Pfister,13,6,1,177.8,70.31,185.42,Orthodox,1.41,25.0,2.8,51.0,2.82,30.0,0.0,0.0,34,-1.39,0.65,Lightweight
Cale Yarbrough,8,3,0,185.42,83.91,185.42,Orthodox,3.16,27.0,10.0,72.0,0.0,0.0,0.0,0.0,38,-6.84,0.7272727272727273,Middleweight
Jeremy Umphries,5,2,0,178.23432467873064,72.57,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.7142857142857143,Lightweight
Alex Hunter,2,0,0,175.26,102.51,175.26,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,1.0,Light Heavyweight
Bryan Travers,15,4,0,178.23432467873064,70.31,180.70495018353435,Orthodox,2.33,48.0,3.93,55.0,2.0,28.0,63.0,0.0,38,-1.6,0.7894736842105263,Lightweight
Todd Medina,11,9,0,177.8,87.54,177.8,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.55,Middleweight
Jeremy Malaterre,4,2,0,180.34,70.31,180.34,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.6666666666666666,Lightweight
Yan Pellerin,11,13,0,180.34,92.99,180.34,Orthodox,0.59,25.0,0.89,66.0,4.43,100.0,0.0,0.0,38,-0.30000000000000004,0.4583333333333333,Light Heavyweight
Danny Martinez,21,8,0,167.64,56.7,170.18,Orthodox,2.73,28.0,3.77,63.0,3.0,45.0,36.0,0.0,39,-1.04,0.7241379310344828,Flyweight
Jorge Patino,38,19,2,172.72,77.11,172.72,Orthodox,1.33,30.0,3.14,53.0,0.54,25.0,50.0,0.0,51,-1.81,0.6440677966101694,Welterweight
Paul Herrera,1,1,0,177.8,83.91,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.5,Middleweight
Hector Aldana,4,3,0,180.34,77.11,182.88,Orthodox,3.59,38.0,5.08,59.0,0.93,100.0,0.0,0.0,36,-1.4900000000000002,0.5714285714285714,Welterweight
Keith Berry,15,14,1,185.42,83.91,185.42,Orthodox,0.27,12.0,6.27,28.0,0.0,0.0,0.0,0.0,38,-6.0,0.5,Middleweight
Ryan Diaz,13,14,0,178.23432467873064,65.77,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.48148148148148145,Featherweight
Chad Robichaux,13,2,0,162.56,61.23,162.56,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.8666666666666667,Bantamweight
Shana Olsen,5,2,0,170.18,65.77,170.18,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.7142857142857143,Featherweight
Caolan Loughran,8,1,0,167.64,61.23,172.72,Orthodox,3.2,36.0,5.6,48.0,2.0,18.0,0.0,0.0,28,-2.3999999999999995,0.8888888888888888,Bantamweight
Harold Howard,1,3,0,187.96,108.86,187.96,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.25,Light Heavyweight
Giacomo Lemos,6,0,0,190.5,112.04,190.5,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,1.0,Light Heavyweight
Eduardo Dantas,20,4,0,177.8,61.23,177.8,Orthodox,3.33,60.0,3.0,60.0,4.0,23.0,100.0,0.0,38,0.33000000000000007,0.8333333333333334,Bantamweight
Marcin Prachnio,16,7,0,190.5,92.99,187.96,Orthodox,5.39,55.0,3.25,53.0,0.0,0.0,54.0,0.0,36,2.1399999999999997,0.6956521739130435,Light Heavyweight
Dino Pezao,1,3,0,178.23432467873064,92.99,180.70495018353435,Orthodox,0.66,30.0,3.28,31.0,0.0,0.0,0.0,0.0,38,-2.6199999999999997,0.25,Light Heavyweight
Mairbek Taisumov,27,6,0,175.26,70.31,185.42,Orthodox,2.98,39.0,3.03,64.0,1.34,63.0,88.0,0.0,36,-0.04999999999999982,0.8181818181818182,Lightweight
Brandon Lowe,2,1,0,178.23432467873064,70.31,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.6666666666666666,Lightweight
Qiu Lun,16,9,0,172.72,56.7,167.64,Southpaw,3.51,46.0,1.78,67.0,0.67,18.0,68.0,0.0,27,1.7299999999999998,0.64,Flyweight
Mike Richman,18,7,0,172.72,61.23,172.72,Orthodox,4.06,44.0,3.49,43.0,0.0,0.0,76.0,0.0,38,0.5699999999999994,0.72,Bantamweight
Chris Daukaus,12,7,0,190.5,92.99,193.04,Orthodox,6.05,50.0,4.64,55.0,0.0,0.0,100.0,0.0,35,1.4100000000000001,0.631578947368421,Light Heavyweight
Kris McCray,8,5,0,182.88,77.11,193.04,Orthodox,2.69,45.0,2.57,54.0,2.88,55.0,38.0,0.0,43,0.1200000000000001,0.6153846153846154,Welterweight
Brandon Michaels,4,14,0,175.26,83.91,175.26,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.2222222222222222,Middleweight
Bruno Lopes,11,1,0,187.96,92.99,190.5,Orthodox,5.29,35.0,8.46,53.0,0.0,0.0,0.0,0.0,32,-3.170000000000001,0.9166666666666666,Light Heavyweight
Stoney Hale,5,3,0,182.88,77.39582504970178,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.625,Welterweight
Yoel Romero,13,5,0,182.88,83.91,185.42,Southpaw,3.44,49.0,3.05,60.0,1.57,30.0,78.0,0.0,48,0.3900000000000001,0.7222222222222222,Middleweight
Jesse Butler,12,5,0,177.8,65.77,185.42,Orthodox,2.61,14.0,7.83,40.0,0.0,0.0,0.0,0.0,32,-5.220000000000001,0.7058823529411765,Featherweight
Louis Jauregui,4,2,0,170.18,77.11,170.18,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.6666666666666666,Welterweight
Jerrel Venetiaan,4,3,0,185.42,88.45,185.42,Orthodox,0.81,33.0,1.51,67.0,0.0,0.0,60.0,0.0,54,-0.7,0.5714285714285714,Middleweight
Lv Zhenhong,16,6,0,172.72,65.77,170.18,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.0,0.7272727272727273,Featherweight
Armen Petrosyan,9,2,0,190.5,83.91,180.34,Orthodox,5.97,52.0,3.03,56.0,0.23,33.0,36.0,0.0,34,2.94,0.8181818181818182,Middleweight
Vinicius Magalhaes,2,1,0,178.23432467873064,65.77,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.6666666666666666,Featherweight
Shang Zhifa,32,8,0,170.18,56.7,160.02,Orthodox,1.27,32.0,1.27,60.0,2.0,100.0,0.0,0.0,39,0.0,0.8,Flyweight
James Reese,11,10,0,175.26,70.31,175.26,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.5238095238095238,Lightweight
David Abbott,10,15,0,182.88,120.2,182.88,Switch,1.35,30.0,3.55,38.0,1.07,33.0,66.0,0.0,38,-2.1999999999999997,0.4,Light Heavyweight
Steven Ciaccio,4,4,0,182.88,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.5,Welterweight
Charlie Campbell,8,2,0,182.88,70.31,182.88,Orthodox,11.03,54.0,5.42,60.0,0.0,0.0,100.0,0.0,29,5.609999999999999,0.8,Lightweight
Nazareno Malegarie,28,4,0,172.72,70.31,172.72,Orthodox,3.87,34.0,3.27,69.0,1.0,33.0,0.0,0.0,38,0.6000000000000001,0.875,Lightweight
Christian Colombo,8,3,1,195.58,120.2,195.58,Orthodox,2.76,44.0,4.02,42.0,0.0,0.0,33.0,0.0,44,-1.2599999999999998,0.6666666666666666,Light Heavyweight
Mike Glenn,5,6,0,178.23432467873064,92.99,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.45454545454545453,Light Heavyweight
Craig Zellner,4,3,0,187.96,92.99,187.96,Orthodox,0.61,9.0,4.65,61.0,0.0,0.0,0.0,0.0,48,-4.04,0.5714285714285714,Light Heavyweight
Sergio Gomez,10,3,0,167.64,70.31,167.64,Orthodox,1.5,42.0,1.16,56.0,2.57,66.0,31.0,0.0,43,0.3400000000000001,0.7692307692307693,Lightweight
Roshaun Jones,2,6,0,172.72,61.23,172.72,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.25,Bantamweight
Joey Gomez,7,1,0,177.8,70.31,180.34,Orthodox,3.73,49.0,3.33,50.0,2.0,28.0,0.0,0.0,35,0.3999999999999999,0.875,Lightweight
Brad Kohler,12,15,0,175.26,99.79,175.26,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,0.4444444444444444,Light Heavyweight
Rashad Coulter,9,4,0,180.34,92.99,193.04,Orthodox,4.82,56.0,6.68,50.0,0.0,0.0,62.0,0.0,43,-1.8599999999999994,0.6923076923076923,Light Heavyweight
Antonio Carvalho,15,6,0,175.26,65.77,177.8,Orthodox,3.03,29.0,3.62,64.0,0.0,0.0,100.0,0.0,45,-0.5900000000000003,0.7142857142857143,Featherweight
Zubaira Tukhugov,20,6,1,172.72,70.31,172.72,Orthodox,3.17,39.0,3.07,63.0,2.13,39.0,100.0,0.0,34,0.10000000000000009,0.7407407407407407,Lightweight
Manuel Torres,14,2,0,177.8,70.31,185.42,Switch,9.66,58.0,3.76,56.0,0.0,0.0,100.0,0.0,30,5.9,0.875,Lightweight
Raphael Pessoa,10,2,0,190.5,118.84,198.12,Orthodox,2.16,26.0,3.43,42.0,0.0,0.0,100.0,0.0,36,-1.27,0.8333333333333334,Light Heavyweight
Jason Novelli,11,3,1,182.88,70.31,182.88,Orthodox,1.73,24.0,3.55,66.0,0.7,33.0,100.0,0.0,45,-1.8199999999999998,0.7333333333333333,Lightweight
Magomed Gadzhiyasulov,8,0,0,187.96,92.99,190.5,Orthodox,4.87,46.0,1.6,73.0,6.0,85.0,100.0,0.0,31,3.27,1.0,Light Heavyweight
Lance Gibson,4,5,0,175.26,83.91,175.26,Orthodox,1.21,75.0,6.44,20.0,0.0,0.0,0.0,0.0,54,-5.23,0.4444444444444444,Middleweight
TJ Cook,13,5,0,178.23432467873064,92.99,180.70495018353435,Orthodox,2.3,47.0,3.18,54.0,1.01,50.0,0.0,0.0,38,-0.8800000000000003,0.7222222222222222,Light Heavyweight
Chris Cope,8,4,0,182.88,77.11,182.88,Orthodox,3.96,26.0,4.82,50.0,0.0,0.0,80.0,0.0,42,-0.8600000000000003,0.6666666666666666,Welterweight
Martin Svensson,15,6,0,185.42,70.31,185.42,Orthodox,2.02,38.0,5.91,38.0,0.0,0.0,0.0,0.0,38,-3.89,0.7142857142857143,Lightweight
Matt Helm,1,1,0,178.23432467873064,70.31,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.5,Lightweight
Hilarie Rose,4,2,0,160.02,52.16,160.02,Orthodox,2.33,33.0,6.13,44.0,0.0,0.0,100.0,0.0,32,-3.8,0.6666666666666666,Flyweight
Viacheslav Borshchev,7,3,1,180.34,70.31,175.26,Orthodox,5.82,58.0,4.07,56.0,0.0,0.0,36.0,0.0,33,1.75,0.6363636363636364,Lightweight
Tyra Parker,4,5,0,165.1,52.16,165.1,Orthodox,1.5,22.0,9.0,14.0,0.0,0.0,0.0,0.0,38,-7.5,0.4444444444444444,Flyweight
Humberto DeLeon,7,7,0,178.23432467873064,61.23,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.5,Bantamweight
Katsuya Inoue,19,9,4,175.26,76.2,175.26,Southpaw,3.41,24.0,12.89,51.0,0.0,0.0,66.0,0.0,45,-9.48,0.59375,Lightweight
Robert Breslin,3,9,0,180.34,70.31,180.34,Orthodox,2.21,46.0,3.5,66.0,1.38,100.0,50.0,0.0,38,-1.29,0.25,Lightweight
Takashi Sato,16,7,0,177.8,77.11,185.42,Southpaw,2.21,41.0,3.73,44.0,0.76,37.0,60.0,0.0,34,-1.52,0.6956521739130435,Welterweight
Jason Blackford,3,3,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.5,Welterweight
Roshan Mainam,6,3,0,178.23432467873064,61.23,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.6666666666666666,Bantamweight
Daichi Abe,6,2,0,180.34,77.11,180.34,Orthodox,3.8,33.0,4.49,56.0,0.33,50.0,0.0,0.0,33,-0.6900000000000004,0.75,Welterweight
Aaron Jeffery,10,3,0,187.96,83.91,185.42,Orthodox,3.1,45.0,4.46,34.0,0.0,0.0,50.0,0.0,32,-1.3599999999999999,0.7692307692307693,Middleweight
YeDam Seo,6,3,0,157.48,52.16,160.02,Orthodox,0.33,15.0,2.27,55.0,0.0,0.0,0.0,0.0,33,-1.94,0.6666666666666666,Flyweight
Charlie Ontiveros,11,9,0,187.96,70.31,187.96,Switch,1.89,41.0,5.86,31.0,0.0,0.0,30.0,0.0,33,-3.9700000000000006,0.55,Lightweight
Rob Yundt,9,5,0,185.42,83.91,185.42,Orthodox,1.37,41.0,2.55,31.0,2.94,100.0,0.0,0.0,45,-1.1799999999999997,0.6428571428571429,Middleweight
Salvador Becerra,5,2,0,175.26,70.31,175.26,Orthodox,4.57,31.0,3.83,58.0,0.0,0.0,66.0,0.0,38,0.7400000000000002,0.7142857142857143,Lightweight
Lee Higgins,2,1,0,178.23432467873064,70.31,180.70495018353435,Orthodox,1.02,26.0,3.68,40.0,0.0,0.0,0.0,0.0,38,-2.66,0.6666666666666666,Lightweight
Andre Gusmao,6,3,0,182.88,92.99,182.88,Orthodox,2.79,43.0,3.28,60.0,0.0,0.0,60.0,0.0,47,-0.48999999999999977,0.6666666666666666,Light Heavyweight
Kazuhiro Hamanaka,5,7,1,182.88,83.91,182.88,Southpaw,1.7,37.0,0.91,60.0,0.0,0.0,50.0,0.0,46,0.7899999999999999,0.38461538461538464,Middleweight
Joshua Van,9,1,0,165.1,56.7,165.1,Orthodox,9.2,51.0,5.93,63.0,1.0,33.0,87.0,0.0,23,3.2699999999999996,0.9,Flyweight
Edgar Cardenas,4,1,0,178.23432467873064,65.77,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.8,Featherweight
Soa Palelei,22,5,0,193.04,120.2,205.74,Orthodox,2.47,57.0,2.68,48.0,2.2,47.0,66.0,0.0,47,-0.20999999999999996,0.8148148148148148,Light Heavyweight
Krishaun Gilmore,0,1,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.0,Welterweight
John Lober,5,9,4,180.34,90.26,180.34,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,0.0,0.2777777777777778,Middleweight
Kyosuke Sasaki,3,7,4,170.18,83.01,170.18,Southpaw,0.33,45.0,0.93,46.0,0.0,0.0,0.0,0.0,38,-0.6000000000000001,0.21428571428571427,Welterweight
Li Jingliang,19,8,0,182.88,77.11,180.34,Orthodox,4.46,42.0,3.84,57.0,1.25,41.0,60.0,0.0,37,0.6200000000000001,0.7037037037037037,Welterweight
Alptekin Ozkilic,9,5,0,165.1,56.7,165.1,Orthodox,3.81,32.0,5.72,59.0,4.21,58.0,75.0,0.0,39,-1.9099999999999997,0.6428571428571429,Flyweight
Jacqueline Cavalcanti,6,1,0,172.72,61.23,177.8,Orthodox,8.4,57.0,2.6,84.0,0.0,0.0,100.0,0.0,27,5.800000000000001,0.8571428571428571,Bantamweight
Victor Rodriguez,7,4,0,165.1,56.7,170.18,Switch,1.59,37.0,6.11,50.0,0.0,0.0,0.0,0.0,32,-4.5200000000000005,0.6363636363636364,Flyweight
Orion Cosce,8,2,0,180.34,77.11,180.34,Switch,2.77,53.0,4.02,44.0,1.92,40.0,61.0,0.0,30,-1.2499999999999996,0.8,Welterweight
Josh Copeland,12,4,0,185.42,120.2,185.42,Orthodox,1.03,31.0,3.01,55.0,0.0,0.0,57.0,0.0,42,-1.9799999999999998,0.75,Light Heavyweight
Shannon Ritch,56,83,0,175.26,86.18,175.26,Orthodox,1.0,100.0,6.0,50.0,0.0,0.0,0.0,0.0,54,-5.0,0.4028776978417266,Middleweight
Katsuhiko Nagata,6,7,3,170.18,69.85,170.18,Southpaw,1.05,19.0,1.5,63.0,0.98,28.0,28.0,0.0,51,-0.44999999999999996,0.375,Featherweight
Saparbeg Safarov,9,3,0,185.42,83.91,198.12,Orthodox,4.03,48.0,2.96,47.0,2.52,41.0,33.0,0.0,38,1.0700000000000003,0.75,Middleweight
CJ Marsh,5,7,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.4166666666666667,Welterweight
Eli Tamez,10,0,0,170.18,61.23,170.18,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,1.0,Bantamweight
George Allen,13,19,2,187.96,92.99,187.96,Open Stance,0.8,38.0,3.1,43.0,0.0,0.0,50.0,0.0,58,-2.3,0.38235294117647056,Light Heavyweight
Gabriel Checco,10,2,0,185.42,83.91,185.42,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0.0,0.8333333333333334,Middleweight
Wesley Little,4,8,0,193.04,92.99,193.04,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.3333333333333333,Light Heavyweight
Chad Leonhardt,9,4,0,182.88,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.6923076923076923,Welterweight
Derek Campos,19,6,0,175.26,70.31,175.26,Orthodox,2.41,23.0,10.34,44.0,0.0,0.0,0.0,0.0,38,-7.93,0.76,Lightweight
Jorge Oliveira,5,3,1,185.42,92.99,185.42,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.5555555555555556,Light Heavyweight
Gigo Jara,6,9,0,175.26,65.77,175.26,Orthodox,2.26,57.0,2.71,51.0,0.0,0.0,66.0,0.0,38,-0.4500000000000002,0.4,Featherweight
